cnpj;optante_simples;optante_simei
08606815000120;false;false
08700864000128;false;false
08706573000147;false;false
08731116000102;true;false
08866702000164;true;false
08902856000164;false;false
08977130000190;false;false
09017025000172;true;false
09020309000118;false;false
09030268000140;false;false
09036748000119;true;false
09063671000176;true;false
09101694000128;true;false
09120778000109;false;false
09161014000161;false;false
09238665000102;true;false
09526912000176;false;false
09561759000118;true;false
10227933000170;false;false
10249015000141;false;false
10351662000160;true;false
10353516000173;false;false
10358288000205;"";""
10374703000133;true;false
10432918000163;false;false
10462656000180;false;false
10490838000164;true;false
10509333000102;false;false
10512581000102;false;false
10567870000109;false;false
10572048003810;false;false
10599719000144;false;false
10608302000109;true;false
10624361000162;false;false
10695910000190;true;false
10803851000126;false;false
10865533000190;true;false
10896732000165;false;false
10970887010590;false;false
11050407000140;true;false
11124720000185;true;false
11164122000130;false;false
11202666000149;false;false
11215727000102;true;false
11245490000102;true;false
11466799000122;true;false
11516254000183;false;false
11516676000159;false;false
11517017000137;true;false
11526237000127;true;true
11742056000138;true;true
11834591000119;true;true
11840409000132;true;false
11884314000110;true;true
11901977000287;false;false
11933674000165;true;false
12045111000101;true;true
12049563000153;true;false
12049631000184;false;false
12066088000123;false;false
12107701000103;false;false
12130744000100;false;false
12188197000113;true;true
12248478000114;true;true
12342582000173;true;false
12445484000161;true;false
12502509000111;true;true
12502896000196;true;false
12535446000108;false;false
12672283000288;"";""
12681280000120;false;false
12807563000841;false;false
12812861000153;true;true
12855203000149;true;true
12879147000182;true;false
12910802000118;true;true
12981590000160;true;false
13001350000114;true;false
13010332000107;true;false
13087704000195;true;false
13142186000165;true;false
13230524000110;true;false
13250978000153;false;false
13272662000324;"";""
13325846000143;true;false
13548553000125;true;false
13591745000114;true;true
13641442000169;true;true
13674289000176;false;false
13730794000190;true;false
13765489000134;false;false
13776261000140;true;true
13781314000110;true;false
13786500000142;true;false
13819486000136;true;true
13947569000453;false;false
13950707000100;true;true
14005833000150;true;false
14107273000144;true;true
14110585000107;false;false
14164183000195;true;true
14311228000107;true;false
14360072000154;true;false
14380320000129;false;false
14535050000340;false;false
14588848000198;true;false
14596257000162;true;true
14611612000125;true;true
14634589000194;true;true
14776142000150;false;false
15020311000190;true;true
15043138000145;false;false
15058863000197;true;true
15101405000193;false;false
15107421000193;false;false
15217514000170;true;true
15253413000155;true;true
15271439000126;true;false
15287368000150;true;true
15466144000105;false;false
15494559000192;true;true
15660952000109;false;false
15717597000167;true;true
15761008000148;false;false
15774612000109;false;false
15780520000131;true;false
15798194000190;false;false
16422981000103;true;false
16556961000117;true;false
16567415000181;true;true
16596395000177;true;true
16614075000100;false;false
16737238000134;true;false
16752433000133;true;true
16811931000100;false;false
16902314006401;false;false
16938080000241;true;false
16945284000129;false;false
17011779000143;false;false
17033453000117;false;false
17070610000164;true;true
17071232000133;true;true
17161241000115;false;false
17182670000179;true;false
17218295000250;false;false
17232347000162;true;true
17239595000135;true;true
17311471000113;true;false
17387302000167;true;false
17410830000190;true;false
17449429000163;true;true
17465537000120;true;false
17466371000166;false;false
17495895000185;true;false
17509133000190;true;true
17528330000157;false;false
17804665000150;true;false
17835082000197;true;true
18011256000160;true;false
18150253000107;true;true
18172329000103;true;true
18183935000116;true;true
18189907000106;true;true
18243615000104;false;false
18253779000112;false;false
18323356000121;true;true
18352114000166;true;true
18442348000102;true;false
18507155000184;true;true
18593512000174;true;true
18593815000197;false;false
18619025000133;false;false
18649090000101;true;true
18729956000194;true;true
18858266000135;true;false
18882093000190;false;false
19040714000151;true;true
19224409000110;true;true
19328639000129;true;true
19360869000175;true;true
19372920000169;true;true
19406664000183;true;false
19462615000168;true;false
19462657000107;true;true
19526748000150;false;false
19535506000123;true;false
19578007000113;true;false
19716270000121;true;false
19720141000107;true;false
19775029000173;true;true
19785634000125;true;false
19822545000101;true;false
19824428000187;false;false
19836078000179;false;false
19846785000146;false;false
19870145000171;true;true
19921805000104;true;false
20027610000196;true;true
20130782000190;false;false
20160724000100;true;true
20196158000277;false;false
20223122000154;true;true
20314377000122;false;false
20329056000100;true;true
20335197000127;true;false
20341860000104;false;false
20344555000168;true;true
20353559000102;true;false
20387711000178;true;true
20400711000160;true;true
20430051000160;true;true
20535054000169;true;true
20550180000192;true;false
20642357000180;true;true
20684195000143;false;false
20730306000100;true;true
20761460000140;true;true
20782901000190;true;true
20813943000140;true;true
20819180000145;true;true
20911917000155;true;true
20947690000106;true;true
20964044000149;true;false
21004231000143;false;false
21045775000153;true;true
21067825000101;false;false
21074883000154;true;true
21091578000170;true;true
21471507000101;true;true
21475315000165;false;false
21475435000162;true;true
21496381000111;false;false
21541064000170;true;true
21582629000167;true;true
21679270000140;true;true
21745758000129;true;true
21852990000166;true;true
21917608000155;true;true
21949339000109;true;true
21961806000116;false;false
22053229000127;true;true
22055773000108;false;false
22067445000121;true;true
22244477000155;true;false
22418915000154;true;true
22478712000153;true;false
22479591000164;true;true
22556290000197;true;false
22564842000109;true;false
22607886000179;true;true
22656867000132;true;true
22667346000180;true;true
22742913000116;false;false
22864020000224;"";""
22900946000147;true;true
22902338005726;"";""
23016883000123;true;false
23033820000185;true;true
23044655000167;true;true
23108219000295;"";""
23131867000181;true;true
23149219000152;true;false
23222770000184;true;true
23239287000102;true;true
23265671000180;false;false
23268180000192;true;true
23272473000143;true;true
23286346000101;false;false
23437161000142;true;true
23456138000103;false;false
23540274000179;true;true
23638442000163;true;true
23716188000174;true;true
23829541000122;true;false
23873368000160;false;false
23879180000129;true;true
23891896000141;true;false
23892100000175;true;true
23892743000119;false;false
24024024000149;true;true
24025471000112;true;true
24056078000196;true;false
24139813000125;true;false
24155987000181;true;true
24170306000154;true;false
24199199000197;false;false
24205264000140;true;true
24230275000180;false;false
24235014000152;true;true
24267548000160;true;true
24279608000165;true;false
24305242000151;true;false
24327612000151;true;false
24365549000148;false;false
24405116000179;false;false
24445860000105;true;false
24501384000194;false;false
24525330000169;true;false
24537328000100;false;false
24550835000183;false;false
24652295000149;true;true
24665939000133;true;true
24768786000150;true;true
24874375000149;true;true
24900624000123;true;true
24900830000133;true;true
24908951000121;true;true
24942397000107;true;true
24951521000192;true;true
25062770000190;true;true
25101406000191;true;true
25267254000100;true;false
25271410000106;true;true
25277531000157;false;false
25337210000109;true;false
25359110000175;true;true
25534627000153;true;false
25681947000136;false;false
26033728000103;true;true
26078564000130;true;true
26117255002176;"";""
26147855000133;true;true
26163591000101;false;false
26198843000138;true;true
26203670000107;true;true
26258522000181;true;true
26267372000172;true;true
26319778000151;true;true
26375585000118;false;false
26413147000105;true;true
26421427000157;true;true
26442031000196;false;false
26472532000115;true;false
26474744000131;false;false
26489370000128;true;true
26495602000150;true;false
26511762000146;true;true
26545757000235;"";""
26578673000117;true;false
26585884000187;true;true
26677034000109;true;false
26686777000145;true;true
26698524000191;false;false
26744659000146;true;false
26859766000110;true;true
26904863000187;true;true
26979554000176;true;false
27009301000132;true;false
27033634000105;true;true
27038048000145;true;false
27080808000182;true;false
27082822000115;true;true
27139298000171;true;true
27151353000149;true;true
27164746000197;true;false
27167403000186;false;false
27205817000152;false;false
27223582000121;true;true
27252486000101;true;true
27285912000103;true;true
27355258000167;false;false
27359745000106;true;true
27398823000173;true;true
27405911000155;true;true
27470069000135;true;false
27513690000139;true;true
27539751000137;true;false
27542156000150;false;false
27565880000108;true;true
27600290000160;false;false
27601055000103;true;true
27610762000166;true;false
27645901000197;true;true
27662366000182;true;true
27672439000117;false;false
27679718000102;true;true
27728826000128;true;true
27735633000102;false;false
27808046000198;true;true
27843674000104;true;true
27854024000164;true;true
27897149000171;false;false
27922822000186;true;false
27928798000192;true;true
27952836000142;true;true
28106267000187;false;false
28167662000170;true;true
28193840000137;true;false
28277024000101;true;false
28279202000133;true;false
28318338000296;"";""
28382603000114;true;true
28390628000160;true;true
28419352000103;true;false
28435370000251;false;false
28508910000107;true;false
28527449000121;false;false
28535512000171;true;false
28572297000189;true;true
28587433000104;true;true
28661345000105;true;true
28673126000227;"";""
28678234000101;true;false
28689728000191;true;true
28731394000177;true;false
28756538000140;true;true
28762286000161;true;true
28852331000179;true;true
28887331000104;true;true
28924416000115;true;false
28940246000162;true;true
28987607000126;true;true
29088445000157;false;false
29096067000153;true;true
29100634000106;true;false
29180947000103;false;false
29206677000162;true;true
29232603000109;true;true
29241082000148;false;false
29286662000151;true;false
29335864000146;true;true
29396932000349;"";""
29410202000193;true;false
29530710000105;true;true
29574783000107;true;true
29678780000105;false;false
29721844000103;true;true
29782945000194;true;false
29852104000106;true;false
29859266000176;true;true
29878298000119;true;true
29888430000173;true;true
29909872000159;true;true
29913391000117;true;true
29995914000111;true;false
29997526000170;true;true
30006797000103;true;true
30084870000157;true;true
30099073000143;true;true
30125363000114;false;false
30187803000168;true;true
30333717000116;true;true
30348102000163;true;true
30353933000123;false;false
30365048000164;true;false
30419735000115;true;true
30469240000109;true;true
30520149000162;true;true
30578280000180;false;false
30603601000150;true;true
30694172000173;true;false
30704851000186;true;true
30762570000180;true;true
30782932000102;true;false
30840727000148;true;false
30846478000106;true;true
30850228000131;true;true
30887531000109;true;false
30904950000292;"";""
30981939000145;true;true
30993511000112;true;true
31011671000181;true;false
31059218000145;true;true
31073279000167;true;true
31076044000129;true;true
31078085000154;true;true
31173151000175;true;true
31196344000141;true;true
31207206000110;false;false
31210896000167;true;true
31291215000132;false;false
31325341000160;false;false
31331372000124;false;false
31342945000115;true;false
31443330000185;true;true
31468736000112;true;true
31495322000182;true;true
31607703000106;true;true
31678415000142;true;true
31679468000188;true;true
31688437000193;true;false
31704495000163;true;true
31707502000180;true;true
31726624000114;false;false
31747165000155;false;false
31852638000184;false;false
31858578000107;true;true
31909364000112;true;false
31922519000150;true;false
31939974000169;true;true
31957017000165;true;true
31967515000199;true;true
31991099000164;true;false
32013129000120;true;false
32032626000176;true;true
32038687000140;true;true
32040285000180;true;true
32116825000162;true;true
32141669000190;false;false
32160144000100;true;true
32255271000184;true;false
32332503000150;true;true
32384664000198;true;true
32388708000158;true;true
32426879000124;true;true
32444596000105;true;true
32475224000146;true;true
32476604000103;true;false
32512744000181;true;true
32521631000142;true;true
32570753000129;true;true
32600673000179;false;false
32641079000126;true;true
32695928000124;true;true
32795582000136;true;false
32821123000180;true;true
32873167000153;true;true
32894788000113;true;true
32907843000162;true;false
32982596000169;true;true
33012386000100;true;false
33018720000133;true;true
33035536000100;false;false
33040601000187;false;false
33045076000192;true;true
33047285000175;true;true
33051579000170;true;true
33071847000388;false;false
33094278000124;true;true
33163090000190;true;true
33164021010679;false;false
33203581000118;true;false
33232730000177;true;true
33234152000108;true;true
33252434000138;true;true
33381286005706;false;false
33384549000186;true;true
33422158000109;true;true
33438545000133;true;true
33470230000173;false;false
33498934000154;true;false
33500325000192;true;false
33525358001240;"";""
33592510000154;false;false
33592770000120;true;true
33649878000101;true;false
33679182000128;true;true
33698290000148;false;false
33720484000100;true;true
33722001000107;true;false
33725169000168;true;false
33736092000121;true;false
33744722000100;true;false
33801486000116;true;true
33818514000108;false;false
33839910000111;false;false
33851161000148;true;true
33875234000131;true;false
33876229000143;true;true
33911667000103;true;true
33914833000117;true;false
33948964000115;true;true
33966230000169;true;false
33966327000171;true;true
33978172000355;false;false
34017833000187;true;true
34055658000112;true;true
34114508000132;true;true
34140132000130;true;true
34147402000135;true;true
34234562000111;true;true
34419728000174;true;true
34509375000101;true;false
34514036000105;true;true
34526084000113;false;false
34555370000107;true;false
34598776000177;true;true
34651734000152;true;true
34658709000109;true;true
34669017000158;true;true
34670717000162;false;false
34671367000159;true;true
34675104000118;true;true
34675972000106;true;true
34691259000148;true;true
34740824000110;true;true
34822787000199;true;false
34844672000103;true;true
34897728000180;false;false
34904272000138;true;false
34909266000173;true;true
34927093000116;true;true
34933310000180;true;true
34938540000132;true;true
34968928000186;true;false
34973877000180;true;true
34975279000140;true;true
34988227000109;true;true
35005208000188;true;true
35038400000170;true;false
35124696000142;true;true
35154003000164;true;true
35162229000107;true;true
35268155000198;true;true
35313169000186;true;true
35326723000160;true;true
35364910000138;true;false
35369673000106;true;false
35381514000119;true;true
35399235000182;true;true
35402400000108;true;true
35441461000184;true;true
35478626000192;true;true
35479858000165;true;true
35503396000174;true;true
35586384000150;true;true
35614719000105;false;false
35632867000144;true;true
35729273000156;true;false
35741295000131;true;true
35797136000159;true;true
35824684000120;true;false
35843569000101;true;true
35865316000120;true;false
35917664000102;true;true
35935974000141;true;true
35936365000107;false;false
35980428000122;true;true
35981313000152;true;true
36050141000166;true;true
36074476000114;true;true
36097493000177;true;true
36118413000112;true;true
36125132000197;true;true
36127144000150;true;true
36157096000143;true;true
36158852000159;true;true
36163853000191;true;false
36175421000109;true;true
36191569000129;true;false
36197533000152;true;true
36206366000169;true;true
36232561000163;true;true
36242123000186;true;true
36287971000101;true;true
36305421000178;true;true
36314032000109;true;true
36318105000130;true;true
36324781000117;true;true
36330400000102;true;true
36365067000177;true;true
36383860000107;true;true
36452374000195;true;true
36464511000101;true;true
36468781000190;true;true
36473923000108;"";""
36512700000102;true;true
36528397000136;true;true
36529590000191;true;true
36537805000116;false;false
36540386000171;"";""
36551469000166;true;true
36587112000138;true;true
36589710000146;true;true
36607479000176;true;true
36612368000158;true;true
36623843000191;true;true
36658601000133;true;false
36660984000184;true;true
36666353000172;true;false
36695645000133;true;true
36706385000154;true;true
36743346000127;true;true
36761122000148;true;true
36763868000190;true;false
36774442000132;false;false
36793682000184;true;true
36839235000119;true;true
36870142000157;true;true
36882202000151;true;true
36889925000182;true;true
36906290000184;false;false
36909733000190;true;true
36947201000148;true;true
36950726000132;false;false
36983547000100;true;true
37092245000104;true;true
37118515000109;true;true
37134636000136;true;true
37138297000166;true;true
37138785000173;true;true
37144734000154;true;true
37153024000190;true;true
37167672000104;true;false
37168484000192;true;false
37189889000450;"";""
37191288000139;true;false
37227502000160;true;true
37248186000102;true;true
37265981000109;true;true
37294858000116;true;false
37311108000105;false;false
37319697000178;true;true
37354368000168;true;true
37373389000120;true;true
37387518000130;true;true
37390365000180;true;true
37396073000154;true;true
37415161000237;"";""
37429760000129;true;true
37441675000186;"";""
37481940000150;true;true
37482672000190;true;true
37499101000169;true;true
37501090000104;true;false
37554918000192;true;false
37599302000138;true;true
37658378000197;true;false
37672198000160;true;true
37682133000103;true;true
37693907000193;true;true
37707299000129;true;true
37720454000147;true;true
37726919000177;true;true
37755937000187;true;true
37796809000181;true;true
37865118000192;true;true
37896825000146;true;true
37897668000193;true;false
37902518000120;"";""
37904990000100;true;true
37908854000180;true;true
38017160000116;true;true
38059854000116;true;true
38060379000106;true;true
38076077000118;true;false
38084561000199;true;false
38099832000180;true;false
38107857000188;true;true
38139584000153;true;true
38160295000136;true;true
38161024000103;true;true
38168107000116;true;true
38193436000117;true;false
38313130000157;"";""
38315733000198;true;true
38353747000104;true;true
38367379000145;true;true
38409911000140;true;true
38453159000134;true;true
38457137000142;true;false
38498137000190;true;true
38539966000174;true;true
38662999000107;true;true
39154329000142;true;true
39229677000131;true;true
39258846000161;true;true
39287390000168;true;false
39299268000101;true;false
39309160000152;true;true
39316254000159;"";""
39353227000156;true;true
39404254000100;true;false
39447591000185;true;true
39461552000132;true;true
39465123000133;true;true
39465712000111;true;true
39466466000112;true;true
39484812000195;"";""
39499548000163;true;true
39502696000190;true;true
39525645000183;true;true
39539504000110;true;true
39584882000115;true;false
39618845000180;true;true
39691599000192;true;true
39729042000101;true;true
39803229000108;true;true
39806358000141;"";""
39863377000100;true;true
39906357000179;true;false
40005603000109;true;true
40009757000160;true;false
40017037000147;true;true
40042317000105;true;true
40050076000146;true;true
40055732000101;true;true
40066000000109;true;true
40066547000104;"";""
40110931000167;true;false
40134774000120;true;true
40161438000176;true;true
40169110000104;true;true
40170169000104;true;false
40214537000179;true;true
40220039000139;true;true
40222306000107;true;true
40238746000152;true;true
40247928000190;true;false
40252869000148;true;true
40258338000162;true;true
40270873000139;true;true
40294979000172;true;true
40300370000169;true;true
40304754000150;true;true
40313141000189;true;true
40427199000153;true;true
40453075000142;true;true
40487052000159;true;true
40488875000107;true;true
40503201000126;true;false
40517811000189;true;true
40543080000146;true;true
40553541000161;true;true
40561166000100;true;true
40585113000110;true;true
40602149000165;true;true
40609533000190;true;true
40614483000139;true;true
40637638000152;true;true
40699247000162;true;false
40700096000115;true;true
40730341000137;true;true
40746722000104;true;true
40776461000175;true;true
40790440000104;true;true
40846666000180;true;true
40900788000107;true;true
40922761000115;true;true
40931565000107;true;true
40953608000155;true;false
40975244000104;true;true
40984215000109;true;true
41021226000156;true;true
41023269000170;true;true
41074959000159;true;true
41084539000153;true;true
41110224000133;true;false
41114912000171;true;true
41149861000113;true;true
41207266000197;true;true
41220506000193;true;true
41236580000106;true;true
41246119000126;true;false
41250753000132;"";""
41277499000166;true;true
41307592000176;true;false
41329626000123;true;true
41392539000110;true;true
41421690000130;true;true
41514786000142;"";""
41554245000148;true;true
41571315000176;true;true
41571957000175;true;true
41632626000106;true;true
41655068000196;true;true
41728204000120;true;true
41730619000139;true;true
41745791000166;true;true
41758034000127;true;true
41758149000111;true;true
41766112000135;true;true
41772633000103;true;false
41792642000158;true;false
41800139000105;true;false
41813684000128;false;false
41846039000101;true;true
41847101000180;true;true
41848982000153;true;true
41850854000144;true;true
41881559000155;true;true
41890137000146;true;true
41892252000150;true;true
41897731000169;true;false
41904783000115;true;false
41927840000181;true;false
41937850000106;true;false
41941083000109;true;false
41957517000150;true;false
41980005000105;true;true
41986828000148;true;true
42000038000104;true;false
42015343000170;true;true
42026683000104;true;true
42030699000182;"";""
42058758000120;true;true
42102811000143;true;true
42118076000166;true;true
42141422000127;true;true
42158273000109;true;true
42158666000112;true;true
42165035000120;false;false
42170250000110;true;true
42173857000153;true;false
42189181000196;true;false
42225245000167;true;true
42237064000150;true;true
42319023000103;true;false
42334572000157;true;false
42432689000173;true;true
42519549000137;true;false
42580152000150;true;false
42601363000122;true;true
42619153000161;true;true
42633942000157;true;false
42642838000129;true;true
42649501000143;true;true
42652501000100;true;true
42673388000131;true;true
42676572000135;true;true
42696599000190;true;true
42696804000117;true;true
42723467000100;"";""
42751815000152;true;true
42794111000167;true;true
42817048000137;true;true
42824787000156;true;false
42836470000130;true;true
42881252000117;true;true
42893531000109;true;true
42927276000160;true;true
42927782000159;true;true
42927978000143;true;true
42941206000166;true;true
42946778000138;true;true
42987238000100;true;false
43030674000141;true;true
43060901000181;true;true
43109385000132;"";""
43123415000165;true;true
43126973000184;true;true
43166748000171;true;true
43177709000170;true;true
43206990000121;true;true
43220023000114;true;true
43220349000141;true;true
43286793000160;true;true
43301182000143;true;true
43325806000162;true;true
43345928000110;true;true
43367027000120;true;true
43375235000170;true;false
43382157000131;true;true
43400884000184;true;true
43427660000166;true;true
43441916000190;true;true
43476569000130;true;true
43582091000123;"";""
43615886000190;true;true
43637611000158;true;false
43712240000121;true;true
43714727000143;"";""
43724307000148;true;true
43765683000180;true;false
43770046000100;true;true
43776517000180;false;false
43789992000190;true;true
43817591000105;true;false
43818133000182;true;true
43839346000190;true;true
43857413000108;true;true
43922499000105;true;true
43925607000195;true;true
44007521000146;true;true
44029937000165;true;false
44042865000196;"";""
44064694000104;true;false
44098444000187;true;true
44103423000102;true;true
44139461000115;"";""
44156992000116;true;true
44183491000129;true;true
44203959000108;true;true
44223075000107;true;false
44228166000135;true;true
44247762000162;true;true
44279033000198;true;true
44280566000190;true;true
44287190000145;true;true
44304591000166;"";""
44309341000119;true;true
44380805000183;true;false
44392696000114;true;true
44399302000150;true;true
44467064000172;true;true
44491098000100;"";""
44508424000137;"";""
44543250000143;"";""
44552801000135;true;true
44570302000170;true;true
44628319000131;true;true
44646077000109;true;true
44696355000132;true;false
44702185000151;true;true
44726078000163;true;true
44746822000191;true;true
44768931000100;true;true
44837244000107;true;true
44863874000148;true;true
44900394000100;true;true
44934782000101;true;false
44937493000166;true;true
44943890000140;true;true
44962895000110;true;true
44981509000138;true;true
44993258000101;true;true
45001509000197;true;true
45006868000137;true;false
45031547000192;true;true
45039540000117;true;true
45076910000196;true;true
45084401000105;true;true
45087782000186;"";""
45088439000156;true;true
45089480000147;true;true
45097076000115;true;true
45104944000147;true;true
45108278000115;true;true
45138115000185;true;true
45148882000175;true;true
45168571000178;true;true
45204420000128;true;true
45242914039141;false;false
45247878000164;true;true
45301580000195;true;true
45319526000177;true;true
45345330000157;true;true
45393548000187;true;true
45414926000161;true;true
45449511000123;true;false
45451271000100;true;true
45507029000100;true;true
45512081000147;"";""
45540377000171;true;true
45556399000120;true;false
45599019000134;true;true
45599119000160;true;true
45632111000159;true;true
45635761000158;true;true
45654197000110;true;true
45683143000183;true;false
45702436000160;true;true
45770947000110;true;true
45816313000150;true;true
45852026000104;true;true
45902752000186;true;false
45911733000116;"";""
46001260000182;true;true
46039229000130;true;true
46086945000179;true;true
46123002000179;true;true
46146025000107;true;true
46147327000191;true;true
46163819000170;true;true
46172648000146;true;false
46183233000178;true;true
46222892000176;true;true
46228178000195;true;true
46255643000187;true;true
46272663000166;true;true
46282967000104;true;true
46285223000143;true;true
46332951000169;true;true
46337501000169;true;true
46368557000180;true;false
46385094000165;true;true
46392962000134;true;true
46404371000130;true;true
46453728000170;"";""
46483975000119;true;true
46485691000161;true;true
46514775000186;true;true
46551314000183;true;true
46592163000101;true;true
46620299000188;true;true
46641192000116;true;true
46646099000102;true;true
46650549000122;true;false
46668673000115;true;true
46698754000168;true;false
46760635000198;true;true
46790157000169;true;true
46806032000180;true;true
46843387000149;true;true
46843419000106;true;true
46847197000108;true;false
46895623000170;true;false
46923052000130;true;true
46956288000173;true;true
47019652000131;true;true
47020006000194;true;true
47041766000188;true;true
47042819000185;true;true
47099886000136;true;true
47114373000157;true;true
47118828000102;true;true
47160269000107;true;false
47184073000144;true;true
47184446000187;true;true
47198166000128;true;false
47203968000189;true;true
47204780000155;"";""
47207826000190;true;true
47223871000138;true;true
47223878000150;true;true
47252381000160;true;true
47269404000149;true;true
47270136000185;true;true
47298141000104;true;true
47331838000121;"";""
47347439000159;true;true
47364216000108;true;true
47371716000169;true;false
47386474000187;"";""
47423232000116;"";""
47484417000130;true;true
47499805000195;true;true
47508411000156;false;false
47514333000100;"";""
47522903000104;"";""
47540194000181;true;true
47599969000194;true;true
47609728000189;true;false
47651182000124;true;true
47665742000108;true;true
47683794000107;true;true
47695290000107;true;true
47734767000108;true;true
47790224000108;true;true
47798113000148;true;true
47802651000169;true;true
47886612000197;true;true
47913681000142;"";""
47933597000190;"";""
47952824000125;"";""
47960950115611;false;false
47974218000100;"";""
48009632000142;"";""
48027853000143;"";""
48040155000188;"";""
48125886000126;"";""
48186299000147;"";""
48231425000138;"";""
48240720000150;"";""
48252734000194;"";""
48253164000157;"";""
48302980000103;"";""
48325310000102;false;false
48358364000174;"";""
49425457000137;false;false
50255355000108;false;false
52948460000140;true;false
54566971000122;true;false
54826532000292;false;false
57214900001473;"";""
58062779000150;false;false
58069360002335;false;false
58392432000175;false;false
59285411000113;false;false
59418806000147;false;false
59754523000176;false;false
60500139000126;false;false
60543816000193;false;false
60840055000131;false;false
60933603000178;false;false
61351532000168;false;false
62002886000160;false;false
62951355000113;false;false
63269492000135;true;false
63304950000120;false;false
63983167000130;true;false
64904295000103;false;false
65446213000197;true;false
65524944002319;false;false
65993453003399;false;false
67010660000124;false;false
67170431000177;false;false
67241901000146;false;false
67380519000113;true;false
68550201000104;false;false
69350171000147;true;false
70116827000493;false;false
71120018000175;false;false
71240121000159;true;false
71304737000146;true;false
71541320000105;false;false
72375975000105;false;false
72520968000150;false;false
73045528000150;true;false
73113243000290;false;false
73910440000150;true;false
73965485000121;false;false
75549097000195;true;false
76648500002492;false;false
78666096000119;false;false
79221172000226;false;false
79230959000254;false;false
80583941000134;false;false
81619561000175;true;false
81739534000136;true;false
82878471000161;true;false
83017350000198;false;false
84512128000124;true;false
84571116000170;true;false
84683408000103;false;false
85045532000106;false;false
85070068003387;false;false
85128981001262;false;false
86975760000130;false;false
89096457000155;false;false
89288229000187;false;false
90347840003486;false;false
90400888141714;false;false
91220624000170;false;false
91983056000169;false;false
92390137000118;false;false
92693019000189;false;false
92791243000103;false;false
93191989000149;true;true
93374833000101;true;false
95844163000167;true;false
96402177000193;false;false
97131635000160;false;false
97411441000118;false;false
97548354000107;false;false
00000000704245;false;false
00006874000156;false;false
00355025000108;false;false
00527392000141;true;false
00601763000198;false;false
00607587002226;false;false
00664518000120;false;false
00776574000156;false;false
00984008000130;false;false
00984046000192;false;false
01280910000138;true;false
01384869000220;"";""
01472053000178;false;false
01472996000109;false;false
01515135000152;false;false
01532194000139;false;false
01534080009427;false;false
01560412000149;false;false
01639563000510;false;false
01678134000129;false;false
01685041000202;false;false
01830085000106;false;false
01838637000114;true;false
01892831000188;true;false
01907000000132;false;false
01918902000174;false;false
01922804000100;false;false
01938783000111;false;false
01963850000158;true;false
02280165000190;false;false
02309786000159;false;false
02351877000152;false;false
02414164000190;false;false
02415583100010;false;false
